city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Balung,-8.2727,113.5388,Indonesia,ID,Jawa Timur,minor,,
Bedadung,-8.1326,113.7596,Indonesia,ID,Jawa Timur,minor,,
Gambirono,-8.1990,113.5189,Indonesia,ID,Jawa Timur,minor,,
Sebaren,-8.2371,113.3493,Indonesia,ID,Jawa Timur,minor,,
Curahnongko,-8.4007,113.7346,Indonesia,ID,Jawa Timur,minor,,
Pringgodani,-8.0311,113.8981,Indonesia,ID,Jawa Timur,minor,,
Krajan Lor Gumelar,-8.2546,113.5515,Indonesia,ID,Jawa Timur,minor,,
Krajan Sumberanget,-8.1130,113.8437,Indonesia,ID,Jawa Timur,minor,,
Sumbergayam,-8.0744,113.8305,Indonesia,ID,Jawa Timur,minor,,
Gununglincingkrajan,-8.2558,113.4302,Indonesia,ID,Jawa Timur,minor,,
Silo,-8.2167,113.8536,Indonesia,ID,Jawa Timur,minor,,
Krasak,-8.2207,113.6558,Indonesia,ID,Jawa Timur,minor,,
Gayasan Kulon,-8.2657,113.6634,Indonesia,ID,Jawa Timur,minor,,
Dukuh Dua,-8.1645,113.5609,Indonesia,ID,Jawa Timur,minor,,
Kencong,-8.2726,113.3651,Indonesia,ID,Jawa Timur,minor,,
Jenggawah,-8.2661,113.6479,Indonesia,ID,Jawa Timur,minor,,
Pondokdalem,-8.1470,113.4298,Indonesia,ID,Jawa Timur,minor,,
Tanggul Kulon,-8.1647,113.4484,Indonesia,ID,Jawa Timur,minor,,
Sumberwaru,-8.0823,113.8246,Indonesia,ID,Jawa Timur,minor,,
Igir-igir,-8.2834,113.3361,Indonesia,ID,Jawa Timur,minor,,
Jombang,-8.2572,113.3416,Indonesia,ID,Jawa Timur,minor,,
Sebanen,-8.1002,113.8224,Indonesia,ID,Jawa Timur,minor,,
Rowotengah,-8.1577,113.3884,Indonesia,ID,Jawa Timur,minor,,
Grendenkrajan Satu,-8.3344,113.4728,Indonesia,ID,Jawa Timur,minor,,
Karangharjo,-8.2536,113.8363,Indonesia,ID,Jawa Timur,minor,,
Krajan Dua Keting,-8.2625,113.3267,Indonesia,ID,Jawa Timur,minor,,
Purwoharjokrajan Satu,-8.3166,113.4826,Indonesia,ID,Jawa Timur,minor,,
Karangbayat,-8.1040,113.4200,Indonesia,ID,Jawa Timur,minor,,
Kertosari,-8.1862,113.7619,Indonesia,ID,Jawa Timur,minor,,
Karangkedawung,-8.2142,113.7720,Indonesia,ID,Jawa Timur,minor,,
Curahkalong,-8.1733,113.5128,Indonesia,ID,Jawa Timur,minor,,
Sumberpakem,-8.0562,113.8714,Indonesia,ID,Jawa Timur,minor,,
Karanganyarkrajan,-8.3208,113.6123,Indonesia,ID,Jawa Timur,minor,,
Dukuhsia,-8.1953,113.6183,Indonesia,ID,Jawa Timur,minor,,
Balungkopi,-8.2902,113.5421,Indonesia,ID,Jawa Timur,minor,,
Cumedak,-8.1004,113.8928,Indonesia,ID,Jawa Timur,minor,,
Andongsari,-8.3661,113.6340,Indonesia,ID,Jawa Timur,minor,,
Andongsari,-8.1697,113.5505,Indonesia,ID,Jawa Timur,minor,,
Gaplek,-8.1294,113.6275,Indonesia,ID,Jawa Timur,minor,,
Dukuhmencek Lor,-8.1690,113.6489,Indonesia,ID,Jawa Timur,minor,,
Suren,-8.1661,113.8551,Indonesia,ID,Jawa Timur,minor,,
Mojomulyokrajan,-8.3445,113.4296,Indonesia,ID,Jawa Timur,minor,,
Mangli,-8.1910,113.6516,Indonesia,ID,Jawa Timur,minor,,
Kepanjen,-8.3436,113.3728,Indonesia,ID,Jawa Timur,minor,,
Sukorambi,-8.1571,113.6652,Indonesia,ID,Jawa Timur,minor,,
Kemuning,-8.2919,113.6227,Indonesia,ID,Jawa Timur,minor,,
Krajan Barat Candijati,-8.0976,113.7562,Indonesia,ID,Jawa Timur,minor,,
Patemon,-8.1517,113.4536,Indonesia,ID,Jawa Timur,minor,,
Renes,-8.2306,113.7017,Indonesia,ID,Jawa Timur,minor,,
Ciburuyhilir,-7.2686,108.1774,Indonesia,ID,Jawa Barat,minor,,
Kalimati,-7.0086,112.4997,Indonesia,ID,Jawa Timur,minor,,
Watangan,-7.0150,112.4842,Indonesia,ID,Jawa Timur,minor,,
Kalisangkrah Lor,-8.2852,112.3885,Indonesia,ID,Jawa Timur,minor,,
Koro,-6.8670,111.2157,Indonesia,ID,Jawa Tengah,minor,,
Sukokerto,-8.0549,113.8137,Indonesia,ID,Jawa Timur,minor,,
Cigarungsang,-7.2973,107.9236,Indonesia,ID,Jawa Barat,minor,,
Plandirejo,-8.2667,112.0324,Indonesia,ID,Jawa Timur,minor,,
Karangtengah Lor,-7.3547,108.8043,Indonesia,ID,Jawa Tengah,minor,,
Cimanggu,-7.3524,108.8402,Indonesia,ID,Jawa Tengah,minor,,
Adipala,-7.6597,109.1500,Indonesia,ID,Jawa Tengah,minor,,
Wanareja,-7.3332,108.6876,Indonesia,ID,Jawa Tengah,minor,,
Majingklak,-7.3051,108.6757,Indonesia,ID,Jawa Tengah,minor,,
Winangun,-7.3572,108.7026,Indonesia,ID,Jawa Tengah,minor,,
Alurbulu,-7.5122,108.8404,Indonesia,ID,Jawa Tengah,minor,,
Jambuandap,-7.5672,109.0275,Indonesia,ID,Jawa Tengah,minor,,
Cikalong,-7.4810,108.7921,Indonesia,ID,Jawa Tengah,minor,,
Lancar,-7.5942,109.1469,Indonesia,ID,Jawa Tengah,minor,,
Cibeunying,-7.2934,108.7441,Indonesia,ID,Jawa Tengah,minor,,
Kedungreja,-7.5047,108.7798,Indonesia,ID,Jawa Tengah,minor,,
Prumpung,-7.4630,108.7630,Indonesia,ID,Jawa Tengah,minor,,
Cimanggu Wetan,-7.3508,108.8405,Indonesia,ID,Jawa Tengah,minor,,
Karanggedang,-7.3015,108.7249,Indonesia,ID,Jawa Tengah,minor,,
Balekambang,-7.2319,108.7661,Indonesia,ID,Jawa Tengah,minor,,
Rawaseser,-7.6008,109.2475,Indonesia,ID,Jawa Tengah,minor,,
Timbang Satu,-7.2076,108.6730,Indonesia,ID,Jawa Tengah,minor,,
Cimalati,-7.3056,108.6471,Indonesia,ID,Jawa Tengah,minor,,
Cilempuyang,-7.3421,108.8333,Indonesia,ID,Jawa Tengah,minor,,
Dayeuhluhur,-7.2594,108.6108,Indonesia,ID,Jawa Tengah,minor,,
Cilumping,-7.1865,108.6215,Indonesia,ID,Jawa Tengah,minor,,
Margasari,-7.4676,108.7449,Indonesia,ID,Jawa Tengah,minor,,
Gandrungmanis Lor,-7.5287,108.8568,Indonesia,ID,Jawa Tengah,minor,,
Sawoan,-7.6186,109.0675,Indonesia,ID,Jawa Tengah,minor,,
Cipari,-7.5370,108.8012,Indonesia,ID,Jawa Tengah,minor,,
Cipari,-7.4391,108.7635,Indonesia,ID,Jawa Tengah,minor,,
Kutaagung,-7.1806,108.5729,Indonesia,ID,Jawa Tengah,minor,,
Penisihan,-7.5869,109.1589,Indonesia,ID,Jawa Tengah,minor,,
Jenang Selatan,-7.3002,108.7599,Indonesia,ID,Jawa Tengah,minor,,
Bayeman,-7.6017,109.2197,Indonesia,ID,Jawa Tengah,minor,,
Panulisan,-7.3079,108.5794,Indonesia,ID,Jawa Tengah,minor,,
Krikil,-7.6247,109.1467,Indonesia,ID,Jawa Tengah,minor,,
Purwodadi,-7.6020,108.7610,Indonesia,ID,Jawa Tengah,minor,,
Tambangan,-7.4860,108.8217,Indonesia,ID,Jawa Tengah,minor,,
Kalenpring,-7.5850,108.7611,Indonesia,ID,Jawa Tengah,minor,,
Kujang,-7.1957,108.6022,Indonesia,ID,Jawa Tengah,minor,,
Sindanghaji,-7.3608,108.8557,Indonesia,ID,Jawa Tengah,minor,,
Kutasari,-7.3127,108.7829,Indonesia,ID,Jawa Tengah,minor,,
Kaduluhur,-7.1928,108.6334,Indonesia,ID,Jawa Tengah,minor,,
Kemantren Satu,-7.5272,108.8619,Indonesia,ID,Jawa Tengah,minor,,
Bulupayung,-7.5967,109.1392,Indonesia,ID,Jawa Tengah,minor,,
Cipariuk,-7.5007,108.7684,Indonesia,ID,Jawa Tengah,minor,,
Sogati,-7.3279,108.6833,Indonesia,ID,Jawa Tengah,minor,,
Karangsalam,-7.4428,108.8275,Indonesia,ID,Jawa Tengah,minor,,
Tanjungsari,-7.3009,108.7680,Indonesia,ID,Jawa Tengah,minor,,
Kubangwaru,-7.3249,108.8004,Indonesia,ID,Jawa Tengah,minor,,
Dukuhsawah,-7.4418,108.7818,Indonesia,ID,Jawa Tengah,minor,,
Pasirgaru,-7.4560,108.7311,Indonesia,ID,Jawa Tengah,minor,,
Ciloning,-7.4746,108.8517,Indonesia,ID,Jawa Tengah,minor,,
Cinyawang,-7.5741,108.7661,Indonesia,ID,Jawa Tengah,minor,,
Karangrena,-7.6069,109.1286,Indonesia,ID,Jawa Tengah,minor,,
Cihandiwung Lor,-7.3337,108.6898,Indonesia,ID,Jawa Tengah,minor,,
Kubang,-7.2738,108.6382,Indonesia,ID,Jawa Tengah,minor,,
Ciklapa,-7.5097,108.8075,Indonesia,ID,Jawa Tengah,minor,,
Gunungwilis,-7.4201,108.8029,Indonesia,ID,Jawa Tengah,minor,,
Bantarsari Kulon,-7.6019,109.0914,Indonesia,ID,Jawa Tengah,minor,,
Kauman,-7.4801,108.7864,Indonesia,ID,Jawa Tengah,minor,,
Cibatu,-7.4069,108.7597,Indonesia,ID,Jawa Tengah,minor,,
Patimuan,-7.5983,108.7551,Indonesia,ID,Jawa Tengah,minor,,
Dukuhtengah,-7.5174,108.8009,Indonesia,ID,Jawa Tengah,minor,,
Wonodadi,-7.4574,108.8332,Indonesia,ID,Jawa Tengah,minor,,
Kedungsalam,-7.6098,108.7556,Indonesia,ID,Jawa Tengah,minor,,
Malabar,-7.3041,108.6862,Indonesia,ID,Jawa Tengah,minor,,
Bantarmangu,-7.3393,108.8661,Indonesia,ID,Jawa Tengah,minor,,
Majenang,-7.2975,108.7642,Indonesia,ID,Jawa Tengah,minor,,
Pasanggrahan,-7.3836,108.8710,Indonesia,ID,Jawa Tengah,minor,,
Kalenaren,-7.5800,108.7851,Indonesia,ID,Jawa Tengah,minor,,
Tinggarmalang,-7.5975,109.1989,Indonesia,ID,Jawa Tengah,minor,,
Citengah,-7.4849,108.7766,Indonesia,ID,Jawa Tengah,minor,,
Sidareja,-7.4846,108.7923,Indonesia,ID,Jawa Tengah,minor,,
Cipasang,-7.2704,108.7585,Indonesia,ID,Jawa Tengah,minor,,
Klapagada,-7.6233,109.1486,Indonesia,ID,Jawa Tengah,minor,,
Glempang Tengah,-7.5797,109.1661,Indonesia,ID,Jawa Tengah,minor,,
Kedungbulu,-7.5379,108.7836,Indonesia,ID,Jawa Tengah,minor,,
Candimulya,-7.4329,108.7491,Indonesia,ID,Jawa Tengah,minor,,
Sadahayu,-7.2153,108.7205,Indonesia,ID,Jawa Tengah,minor,,
Prapagan,-7.5664,109.0033,Indonesia,ID,Jawa Tengah,minor,,
Cisuru,-7.3982,108.7368,Indonesia,ID,Jawa Tengah,minor,,
Cirateun,-7.2767,108.5937,Indonesia,ID,Jawa Tengah,minor,,
Cipeusing,-7.2670,108.8116,Indonesia,ID,Jawa Tengah,minor,,
Rungkang,-7.4363,108.8526,Indonesia,ID,Jawa Tengah,minor,,
Sidaurip,-7.5417,108.7501,Indonesia,ID,Jawa Tengah,minor,,
Sidaurip,-7.5494,108.8371,Indonesia,ID,Jawa Tengah,minor,,
Padangsari,-7.3342,108.7786,Indonesia,ID,Jawa Tengah,minor,,
Sawangan,-7.4001,108.7482,Indonesia,ID,Jawa Tengah,minor,,
Jambuluwuk,-7.3135,108.8702,Indonesia,ID,Jawa Tengah,minor,,
Kesugihan,-7.6175,109.1214,Indonesia,ID,Jawa Tengah,minor,,
Genteng Wetan,-7.3671,108.8657,Indonesia,ID,Jawa Tengah,minor,,
Cigintung,-7.3743,108.8043,Indonesia,ID,Jawa Tengah,minor,,
Cigintung,-7.2335,108.6976,Indonesia,ID,Jawa Tengah,minor,,
Mandala,-7.5981,109.0561,Indonesia,ID,Jawa Tengah,minor,,
Patenangan,-7.5408,108.8689,Indonesia,ID,Jawa Tengah,minor,,
Mulyosari,-7.5074,108.7859,Indonesia,ID,Jawa Tengah,minor,,
Ciwalen,-7.2795,108.6079,Indonesia,ID,Jawa Tengah,minor,,
Cimrutu,-7.6201,108.8005,Indonesia,ID,Jawa Tengah,minor,,
Meluwung,-7.3936,108.7012,Indonesia,ID,Jawa Tengah,minor,,
Ketanggung,-7.6022,109.1994,Indonesia,ID,Jawa Tengah,minor,,
Gununglaban,-7.5894,109.2311,Indonesia,ID,Jawa Tengah,minor,,
Cilongkrang,-7.4084,108.7127,Indonesia,ID,Jawa Tengah,minor,,
Karanggintung,-7.4579,108.8590,Indonesia,ID,Jawa Tengah,minor,,
Batububut,-7.3047,108.5739,Indonesia,ID,Jawa Tengah,minor,,
Brani,-7.5589,109.1778,Indonesia,ID,Jawa Tengah,minor,,
Sindangjati,-7.2435,108.7435,Indonesia,ID,Jawa Tengah,minor,,
Mulyadadi,-7.3205,108.7513,Indonesia,ID,Jawa Tengah,minor,,
Palugon,-7.2319,108.6735,Indonesia,ID,Jawa Tengah,minor,,
Bakung,-7.3524,108.6761,Indonesia,ID,Jawa Tengah,minor,,
Datar,-7.2078,108.6321,Indonesia,ID,Jawa Tengah,minor,,
Cisalak,-7.3086,108.8649,Indonesia,ID,Jawa Tengah,minor,,
Cimahi,-7.2026,108.5860,Indonesia,ID,Jawa Tengah,minor,,
Sampang Selatan,-7.5669,109.2003,Indonesia,ID,Jawa Tengah,minor,,
Kedungbakung,-7.5052,108.7733,Indonesia,ID,Jawa Tengah,minor,,
Watuagung,-7.5944,109.1150,Indonesia,ID,Jawa Tengah,minor,,
Wanadadi,-7.5331,108.8218,Indonesia,ID,Jawa Tengah,minor,,
Cilopadang,-7.3044,108.7898,Indonesia,ID,Jawa Tengah,minor,,
Pondokwungu,-7.5556,108.7963,Indonesia,ID,Jawa Tengah,minor,,
Pesahangan,-7.2786,108.8277,Indonesia,ID,Jawa Tengah,minor,,
Jeruklegi,-7.6244,109.0192,Indonesia,ID,Jawa Tengah,minor,,
Dawuhan,-7.6042,109.0825,Indonesia,ID,Jawa Tengah,minor,,
Karangtengah,-7.5656,109.1894,Indonesia,ID,Jawa Tengah,minor,,
Karangtengah,-7.4429,108.7614,Indonesia,ID,Jawa Tengah,minor,,
Muktisari,-7.5136,108.8564,Indonesia,ID,Jawa Tengah,minor,,
Bojongsari,-7.3109,108.7626,Indonesia,ID,Jawa Tengah,minor,,
Pahonjean,-7.3248,108.7381,Indonesia,ID,Jawa Tengah,minor,,
Karanganyar,-7.6659,108.8205,Indonesia,ID,Jawa Tengah,minor,,
Karanganyar,-7.3314,108.6450,Indonesia,ID,Jawa Tengah,minor,,
Tambaksari,-7.5012,108.7511,Indonesia,ID,Jawa Tengah,minor,,
Cidadap,-7.3976,108.8525,Indonesia,ID,Jawa Tengah,minor,,
Tawangsari,-7.3961,108.8044,Indonesia,ID,Jawa Tengah,minor,,
Sampang,-7.5633,109.1967,Indonesia,ID,Jawa Tengah,minor,,
Madusari,-7.6231,109.0786,Indonesia,ID,Jawa Tengah,minor,,
Gayamsari,-7.4375,108.7324,Indonesia,ID,Jawa Tengah,minor,,
Sidasari,-7.5772,109.2017,Indonesia,ID,Jawa Tengah,minor,,
Cikondang,-7.4736,108.8089,Indonesia,ID,Jawa Tengah,minor,,
Pangawaren,-7.3878,108.8695,Indonesia,ID,Jawa Tengah,minor,,
Limbangan,-7.3025,108.7102,Indonesia,ID,Jawa Tengah,minor,,
Rejamulya,-7.4789,108.7414,Indonesia,ID,Jawa Tengah,minor,,
Sadabumi,-7.2137,108.7505,Indonesia,ID,Jawa Tengah,minor,,
Gandrungmangu,-7.5204,108.8535,Indonesia,ID,Jawa Tengah,minor,,
Telagasari,-7.3065,108.8328,Indonesia,ID,Jawa Tengah,minor,,
Ujungbarang Satu,-7.2200,108.7845,Indonesia,ID,Jawa Tengah,minor,,
Keleng,-7.5950,109.1117,Indonesia,ID,Jawa Tengah,minor,,
Cawilayan,-7.5458,108.8555,Indonesia,ID,Jawa Tengah,minor,,
Mernek,-7.6128,109.1797,Indonesia,ID,Jawa Tengah,minor,,
Karangbadar Kidul,-7.7056,109.0308,Indonesia,ID,Jawa Tengah,minor,,
Pasirmanggu,-7.2368,108.5922,Indonesia,ID,Jawa Tengah,minor,,
Sidakaya,-7.5753,108.8640,Indonesia,ID,Jawa Tengah,minor,,
Purwosari,-7.3863,108.7830,Indonesia,ID,Jawa Tengah,minor,,
Gendiwu,-7.4898,108.8115,Indonesia,ID,Jawa Tengah,minor,,
Walahir,-7.2545,108.7837,Indonesia,ID,Jawa Tengah,minor,,
Sidamulya,-7.4884,108.8048,Indonesia,ID,Jawa Tengah,minor,,
Kaliterus,-7.6239,109.1978,Indonesia,ID,Jawa Tengah,minor,,
Rejanegara,-7.6853,109.0383,Indonesia,ID,Jawa Tengah,minor,,
Kedungwringin,-7.4769,108.7680,Indonesia,ID,Jawa Tengah,minor,,
Cigalumpit,-7.3033,108.6069,Indonesia,ID,Jawa Tengah,minor,,
Karangjati,-7.5814,109.2233,Indonesia,ID,Jawa Tengah,minor,,
Cinoyong,-6.2322,105.8885,Indonesia,ID,Banten,minor,,
Temenggungan,-8.0015,111.9827,Indonesia,ID,Jawa Timur,minor,,
Gador,-8.0915,111.8103,Indonesia,ID,Jawa Timur,minor,,
Dadiharja,-7.1520,108.5098,Indonesia,ID,Jawa Barat,minor,,
Bluri,-6.9145,112.4206,Indonesia,ID,Jawa Timur,minor,,
Krajan Pocangan,-8.0299,113.8526,Indonesia,ID,Jawa Timur,minor,,
Karanggeneng,-6.9897,112.3738,Indonesia,ID,Jawa Timur,minor,,
Banjar Apuan Kaja,-8.4766,115.3296,Indonesia,ID,Bali,minor,,
Kuluran,-6.9981,112.4120,Indonesia,ID,Jawa Timur,minor,,
Pamotan,-7.6564,108.7667,Indonesia,ID,Jawa Barat,minor,,
Cigudang,-6.2442,106.1016,Indonesia,ID,Banten,minor,,
Kadukaung,-6.2479,106.1070,Indonesia,ID,Banten,minor,,
Tambakrejo,-8.0110,111.9641,Indonesia,ID,Jawa Timur,minor,,
Banjaranyar,-7.0121,112.4618,Indonesia,ID,Jawa Timur,minor,,
Cibeta,-7.3502,108.4732,Indonesia,ID,Jawa Barat,minor,,
Ngadri,-8.1812,112.3622,Indonesia,ID,Jawa Timur,minor,,
Cogekan,-7.4896,108.7175,Indonesia,ID,Jawa Barat,minor,,
Canditunggal,-7.0013,112.4199,Indonesia,ID,Jawa Timur,minor,,
Wates,-8.2538,112.3763,Indonesia,ID,Jawa Timur,minor,,
Rawaapu,-7.6389,108.7571,Indonesia,ID,Jawa Tengah,minor,,
Sumberwudi,-7.0002,112.3656,Indonesia,ID,Jawa Timur,minor,,
Dateng,-6.9765,112.2314,Indonesia,ID,Jawa Timur,minor,,
Mayong Tengah,-7.0146,112.4366,Indonesia,ID,Jawa Timur,minor,,
Krian,-7.1163,112.4194,Indonesia,ID,Jawa Timur,minor,,
Pangansalan,-6.9919,112.3847,Indonesia,ID,Jawa Timur,minor,,
Dagangan,-7.0913,112.4604,Indonesia,ID,Jawa Timur,minor,,
Pangkatrejo,-6.9815,112.2919,Indonesia,ID,Jawa Timur,minor,,
Sedayulawas,-6.8800,112.2726,Indonesia,ID,Jawa Timur,minor,,
Ngaglik Timur,-7.1183,112.4126,Indonesia,ID,Jawa Timur,minor,,
Brondong,-6.8770,112.2915,Indonesia,ID,Jawa Timur,minor,,
Karangtawar,-6.9645,112.3387,Indonesia,ID,Jawa Timur,minor,,
Jetis,-7.1204,112.4199,Indonesia,ID,Jawa Timur,minor,,
Magok,-7.0387,112.4630,Indonesia,ID,Jawa Timur,minor,,
Bucu Kidul,-7.0764,112.4789,Indonesia,ID,Jawa Timur,minor,,
Semambung,-7.0972,112.4590,Indonesia,ID,Jawa Timur,minor,,
Mendogo Lor,-7.0879,112.4924,Indonesia,ID,Jawa Timur,minor,,
Boho,-6.9075,112.2093,Indonesia,ID,Jawa Timur,minor,,
Karangwungu Lor,-6.9959,112.3654,Indonesia,ID,Jawa Timur,minor,,
Pagerwojo,-7.1196,112.4021,Indonesia,ID,Jawa Timur,minor,,
Banjaranyar,-6.8775,112.3902,Indonesia,ID,Jawa Timur,minor,,
Pompongan,-7.0622,112.4708,Indonesia,ID,Jawa Timur,minor,,
Mlawe,-7.0510,112.4232,Indonesia,ID,Jawa Timur,minor,,
Taman,-6.9776,112.3149,Indonesia,ID,Jawa Timur,minor,,
Parengan,-6.9822,112.2864,Indonesia,ID,Jawa Timur,minor,,
Sambopinggir,-7.0225,112.4793,Indonesia,ID,Jawa Timur,minor,,
Solokuro,-6.9334,112.3561,Indonesia,ID,Jawa Timur,minor,,
Getung,-7.0784,112.3904,Indonesia,ID,Jawa Timur,minor,,
Blawi,-7.0502,112.4574,Indonesia,ID,Jawa Timur,minor,,
Deket Kulon,-7.1184,112.4395,Indonesia,ID,Jawa Timur,minor,,
Pilang,-6.9876,112.3417,Indonesia,ID,Jawa Timur,minor,,
Ngujung,-7.0638,112.4186,Indonesia,ID,Jawa Timur,minor,,
Prioso Barat,-7.0494,112.4885,Indonesia,ID,Jawa Timur,minor,,
Sumurgayam,-6.8850,112.3437,Indonesia,ID,Jawa Timur,minor,,
Takerharjo,-6.9407,112.4116,Indonesia,ID,Jawa Timur,minor,,
Waru,-7.0468,112.4048,Indonesia,ID,Jawa Timur,minor,,
Luntas,-7.0612,112.4340,Indonesia,ID,Jawa Timur,minor,,
Butungan,-6.9936,112.3940,Indonesia,ID,Jawa Timur,minor,,
Lembor,-6.9277,112.2347,Indonesia,ID,Jawa Timur,minor,,
Karangwungu,-7.0003,112.3612,Indonesia,ID,Jawa Timur,minor,,
Brengkok,-6.8956,112.2178,Indonesia,ID,Jawa Timur,minor,,
Lembung Lor,-7.0150,112.4252,Indonesia,ID,Jawa Timur,minor,,
Sumberagung,-6.8940,112.2949,Indonesia,ID,Jawa Timur,minor,,
Prijek,-6.9723,112.3251,Indonesia,ID,Jawa Timur,minor,,
Nginjen,-7.1187,112.4742,Indonesia,ID,Jawa Timur,minor,,
Balun,-7.0877,112.4073,Indonesia,ID,Jawa Timur,minor,,
Rawaglagah,-7.0775,112.4453,Indonesia,ID,Jawa Timur,minor,,
Dagan,-6.9164,112.4117,Indonesia,ID,Jawa Timur,minor,,
Gambuhan Kidul,-7.0392,112.3985,Indonesia,ID,Jawa Timur,minor,,
Began,-7.0963,112.4813,Indonesia,ID,Jawa Timur,minor,,
Gampang,-6.9560,112.2986,Indonesia,ID,Jawa Timur,minor,,
Pringgoboyo,-6.9813,112.2969,Indonesia,ID,Jawa Timur,minor,,
Maduran,-7.0042,112.2807,Indonesia,ID,Jawa Timur,minor,,
Jagran,-6.9987,112.3539,Indonesia,ID,Jawa Timur,minor,,
Tanjung,-7.1146,112.3866,Indonesia,ID,Jawa Timur,minor,,
Tunggul,-6.8759,112.3739,Indonesia,ID,Jawa Timur,minor,,
Jangkungkusumo,-6.9873,112.2846,Indonesia,ID,Jawa Timur,minor,,
Karang Kulon,-7.0507,112.4243,Indonesia,ID,Jawa Timur,minor,,
Deket Wetan,-7.1184,112.4439,Indonesia,ID,Jawa Timur,minor,,
Made,-7.1174,112.3915,Indonesia,ID,Jawa Timur,minor,,
Calan,-7.0483,112.4646,Indonesia,ID,Jawa Timur,minor,,
Labuhan,-6.8844,112.2051,Indonesia,ID,Jawa Timur,minor,,
Pelangwot,-6.9856,112.2793,Indonesia,ID,Jawa Timur,minor,,
Tracal,-6.9824,112.3381,Indonesia,ID,Jawa Timur,minor,,
Kediren,-6.9949,112.4056,Indonesia,ID,Jawa Timur,minor,,
Mlanggeng,-7.0748,112.4303,Indonesia,ID,Jawa Timur,minor,,
Windu,-7.0259,112.4879,Indonesia,ID,Jawa Timur,minor,,
Laren,-6.9776,112.2957,Indonesia,ID,Jawa Timur,minor,,
Sudangan,-7.0832,112.4955,Indonesia,ID,Jawa Timur,minor,,
Wedeng,-7.0462,112.4224,Indonesia,ID,Jawa Timur,minor,,
Tebluru,-6.9261,112.3208,Indonesia,ID,Jawa Timur,minor,,
Gowa,-7.0487,112.4050,Indonesia,ID,Jawa Timur,minor,,
Plosobuden,-7.0990,112.4956,Indonesia,ID,Jawa Timur,minor,,
Sendangduwur,-6.8963,112.3473,Indonesia,ID,Jawa Timur,minor,,
Baru,-7.0525,112.3901,Indonesia,ID,Jawa Timur,minor,,
Dibee,-6.9996,112.3896,Indonesia,ID,Jawa Timur,minor,,
Gelap,-6.9749,112.2378,Indonesia,ID,Jawa Timur,minor,,
Mertani,-6.9917,112.3760,Indonesia,ID,Jawa Timur,minor,,
Bilo,-7.1114,112.3782,Indonesia,ID,Jawa Timur,minor,,
Glugu,-7.0883,112.4259,Indonesia,ID,Jawa Timur,minor,,
Sugihwaras,-7.1024,112.4443,Indonesia,ID,Jawa Timur,minor,,
Godog,-6.9633,112.3487,Indonesia,ID,Jawa Timur,minor,,
Kalitengah,-6.9954,112.4004,Indonesia,ID,Jawa Timur,minor,,
Ladan,-7.0641,112.4413,Indonesia,ID,Jawa Timur,minor,,
Blimbing,-6.8762,112.2962,Indonesia,ID,Jawa Timur,minor,,
Baturono,-7.0464,112.4762,Indonesia,ID,Jawa Timur,minor,,
Kebon Tengah,-7.0937,112.4667,Indonesia,ID,Jawa Timur,minor,,
Mungli,-7.0130,112.3859,Indonesia,ID,Jawa Timur,minor,,
Kemendung,-7.0460,112.3782,Indonesia,ID,Jawa Timur,minor,,
Sidomukti,-6.9081,112.1968,Indonesia,ID,Jawa Timur,minor,,
Karangrejo,-6.9927,112.3221,Indonesia,ID,Jawa Timur,minor,,
Lamongan,-7.1194,112.4172,Indonesia,ID,Jawa Timur,minor,,
Blumbang,-6.9726,112.3088,Indonesia,ID,Jawa Timur,minor,,
Drajat,-6.8828,112.3880,Indonesia,ID,Jawa Timur,minor,,
Kranji,-6.8775,112.3830,Indonesia,ID,Jawa Timur,minor,,
Lukrejo,-7.0194,112.3939,Indonesia,ID,Jawa Timur,minor,,
Dadapan,-6.9222,112.3145,Indonesia,ID,Jawa Timur,minor,,
Kemantren,-6.8753,112.4030,Indonesia,ID,Jawa Timur,minor,,
Bulubrangsi,-6.9632,112.3540,Indonesia,ID,Jawa Timur,minor,,
Duni,-7.0701,112.4678,Indonesia,ID,Jawa Timur,minor,,
Keset,-7.1061,112.4276,Indonesia,ID,Jawa Timur,minor,,
Gedangan,-6.9689,112.2995,Indonesia,ID,Jawa Timur,minor,,
Sendangharjo,-6.9196,112.2411,Indonesia,ID,Jawa Timur,minor,,
Kaligerman,-6.9985,112.3289,Indonesia,ID,Jawa Timur,minor,,
Keputran,-7.0912,112.4470,Indonesia,ID,Jawa Timur,minor,,
Kanugrahan,-6.9920,112.2987,Indonesia,ID,Jawa Timur,minor,,
Setol,-6.8815,112.4303,Indonesia,ID,Jawa Timur,minor,,
Sendangagung,-6.8994,112.3461,Indonesia,ID,Jawa Timur,minor,,
Bucu Lor,-7.0728,112.4799,Indonesia,ID,Jawa Timur,minor,,
Sugihan,-6.9157,112.3270,Indonesia,ID,Jawa Timur,minor,,
Sampangan,-7.0720,112.4587,Indonesia,ID,Jawa Timur,minor,,
Tumenggungan,-7.1147,112.4145,Indonesia,ID,Jawa Timur,minor,,
Banyubang,-6.9261,112.4148,Indonesia,ID,Jawa Timur,minor,,
Gajah,-7.1125,112.4534,Indonesia,ID,Jawa Timur,minor,,
Kendaruan,-7.1185,112.4220,Indonesia,ID,Jawa Timur,minor,,
