city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Ngijo,-6.9190,111.6859,Indonesia,ID,Jawa Timur,minor,,
Bancar,-6.7827,111.7808,Indonesia,ID,Jawa Timur,minor,,
Temandangjero,-6.8626,111.9335,Indonesia,ID,Jawa Timur,minor,,
Sumberejo,-6.8109,111.8703,Indonesia,ID,Jawa Timur,minor,,
Sumberarum,-6.8767,111.8923,Indonesia,ID,Jawa Timur,minor,,
Kablukan,-6.9845,111.7096,Indonesia,ID,Jawa Timur,minor,,
Kuncen,-6.8983,112.0707,Indonesia,ID,Jawa Timur,minor,,
Margorejo,-6.8920,111.8773,Indonesia,ID,Jawa Timur,minor,,
Kalipucang,-7.6433,108.7526,Indonesia,ID,Jawa Barat,minor,,
Kuti,-6.8791,112.0164,Indonesia,ID,Jawa Timur,minor,,
Karang Lor,-6.9203,112.1707,Indonesia,ID,Jawa Timur,minor,,
Tawun,-6.9148,111.7378,Indonesia,ID,Jawa Timur,minor,,
Kranggan,-6.8943,112.0528,Indonesia,ID,Jawa Timur,minor,,
Jamong,-6.8016,111.8552,Indonesia,ID,Jawa Timur,minor,,
Padasan,-6.9037,111.9036,Indonesia,ID,Jawa Timur,minor,,
Krajan Bejagung,-6.9160,112.0637,Indonesia,ID,Jawa Timur,minor,,
Paloh,-6.8894,112.0542,Indonesia,ID,Jawa Timur,minor,,
Purwosari,-6.8884,111.6619,Indonesia,ID,Jawa Timur,minor,,
Temayang,-6.9039,111.8897,Indonesia,ID,Jawa Timur,minor,,
Krajan Dermawuharjo,-7.0062,112.0295,Indonesia,ID,Jawa Timur,minor,,
Tlogowaru,-6.8528,111.9237,Indonesia,ID,Jawa Timur,minor,,
Tegalagung,-6.9137,112.0502,Indonesia,ID,Jawa Timur,minor,,
Rembes,-6.9035,112.1358,Indonesia,ID,Jawa Timur,minor,,
Tlogoagung,-6.7780,111.6702,Indonesia,ID,Jawa Timur,minor,,
Wonosari,-7.0722,111.7116,Indonesia,ID,Jawa Timur,minor,,
Kayen,-6.8253,111.7411,Indonesia,ID,Jawa Timur,minor,,
Jahulu,-6.8106,111.7459,Indonesia,ID,Jawa Timur,minor,,
Bandaran,-6.9278,112.0570,Indonesia,ID,Jawa Timur,minor,,
Sukolilo,-6.8960,112.0772,Indonesia,ID,Jawa Timur,minor,,
Dawung,-6.9291,112.1117,Indonesia,ID,Jawa Timur,minor,,
Kenanti,-6.8023,111.8492,Indonesia,ID,Jawa Timur,minor,,
Tanjang,-6.8075,111.8206,Indonesia,ID,Jawa Timur,minor,,
Kutorejo,-6.8942,112.0629,Indonesia,ID,Jawa Timur,minor,,
Guwoterus,-6.9537,111.8276,Indonesia,ID,Jawa Timur,minor,,
Kebonharjo,-6.8640,111.6247,Indonesia,ID,Jawa Timur,minor,,
Wanglu Kulon,-7.0197,111.7314,Indonesia,ID,Jawa Timur,minor,,
Merik,-6.9021,112.0493,Indonesia,ID,Jawa Timur,minor,,
Ngluwuk,-6.8775,111.8752,Indonesia,ID,Jawa Timur,minor,,
Sumurgeneng,-6.8012,111.9609,Indonesia,ID,Jawa Timur,minor,,
Bogorejo,-6.9077,112.1485,Indonesia,ID,Jawa Timur,minor,,
Gesikan,-6.9994,111.9872,Indonesia,ID,Jawa Timur,minor,,
Dukoh,-6.8205,111.8236,Indonesia,ID,Jawa Timur,minor,,
Mlangi,-6.9986,112.1834,Indonesia,ID,Jawa Timur,minor,,
Suwalan,-6.8428,111.9810,Indonesia,ID,Jawa Timur,minor,,
Gedongombo,-6.9094,112.0647,Indonesia,ID,Jawa Timur,minor,,
Bawi Kulon,-6.9322,111.8728,Indonesia,ID,Jawa Timur,minor,,
Ngablak,-6.9732,111.7950,Indonesia,ID,Jawa Timur,minor,,
Awarawar,-6.7724,111.9362,Indonesia,ID,Jawa Timur,minor,,
Bean,-6.9638,111.9013,Indonesia,ID,Jawa Timur,minor,,
Krajan Demit,-6.8933,111.6899,Indonesia,ID,Jawa Timur,minor,,
Semanding Barat,-6.9258,112.0648,Indonesia,ID,Jawa Timur,minor,,
Latsari,-6.8928,112.0461,Indonesia,ID,Jawa Timur,minor,,
Latsari,-6.7785,111.6918,Indonesia,ID,Jawa Timur,minor,,
Rawasan,-6.7969,111.9780,Indonesia,ID,Jawa Timur,minor,,
Pongpongan,-6.8715,111.9456,Indonesia,ID,Jawa Timur,minor,,
Jlodro,-6.9274,111.5839,Indonesia,ID,Jawa Timur,minor,,
Wanglu Wetan,-7.0241,111.7332,Indonesia,ID,Jawa Timur,minor,,
Paseyan,-6.8752,111.6413,Indonesia,ID,Jawa Timur,minor,,
Wangun,-6.9290,112.1663,Indonesia,ID,Jawa Timur,minor,,
Taraan,-6.9046,112.0032,Indonesia,ID,Jawa Timur,minor,,
Sidonganti,-6.9215,111.8216,Indonesia,ID,Jawa Timur,minor,,
Ngancar,-6.9217,111.6681,Indonesia,ID,Jawa Timur,minor,,
Sumuragung,-6.9641,111.7132,Indonesia,ID,Jawa Timur,minor,,
Ngembak,-6.7800,111.7677,Indonesia,ID,Jawa Timur,minor,,
Mundri,-6.9558,111.7100,Indonesia,ID,Jawa Timur,minor,,
Merakurak,-6.8783,111.9863,Indonesia,ID,Jawa Timur,minor,,
Kerek,-6.8951,111.8866,Indonesia,ID,Jawa Timur,minor,,
Tawangrejo,-6.8024,111.8430,Indonesia,ID,Jawa Timur,minor,,
Tawaran,-6.9099,111.6109,Indonesia,ID,Jawa Timur,minor,,
Kapu,-6.8888,111.9885,Indonesia,ID,Jawa Timur,minor,,
Klutuk,-6.8184,111.8387,Indonesia,ID,Jawa Timur,minor,,
Boncong,-6.7725,111.7363,Indonesia,ID,Jawa Timur,minor,,
Mentoso,-6.7941,111.9811,Indonesia,ID,Jawa Timur,minor,,
Sumber,-6.8596,111.9831,Indonesia,ID,Jawa Timur,minor,,
Jadi,-6.9603,111.9918,Indonesia,ID,Jawa Timur,minor,,
Weden,-6.8295,111.6786,Indonesia,ID,Jawa Timur,minor,,
Sukogunungkrajan,-6.9399,111.5950,Indonesia,ID,Jawa Timur,minor,,
Sidomukti,-6.9027,112.0582,Indonesia,ID,Jawa Timur,minor,,
Simo,-6.8213,111.7751,Indonesia,ID,Jawa Timur,minor,,
Pugoh,-6.8098,111.7700,Indonesia,ID,Jawa Timur,minor,,
Banjarjo,-6.7727,111.7257,Indonesia,ID,Jawa Timur,minor,,
Leran,-7.0225,111.7185,Indonesia,ID,Jawa Timur,minor,,
Ngimbang,-6.9635,112.1439,Indonesia,ID,Jawa Timur,minor,,
Sarang,-7.0313,111.7010,Indonesia,ID,Jawa Timur,minor,,
Bulumeduro,-6.7722,111.7303,Indonesia,ID,Jawa Timur,minor,,
Talok,-6.9775,111.7107,Indonesia,ID,Jawa Timur,minor,,
Wangi,-6.8558,111.6312,Indonesia,ID,Jawa Timur,minor,,
Pelang,-6.8956,111.9932,Indonesia,ID,Jawa Timur,minor,,
Mliwang,-6.8337,111.8910,Indonesia,ID,Jawa Timur,minor,,
Nginokrajan,-6.9936,112.0647,Indonesia,ID,Jawa Timur,minor,,
Krajan Weden,-6.9797,111.7223,Indonesia,ID,Jawa Timur,minor,,
Medalem,-7.0023,111.7140,Indonesia,ID,Jawa Timur,minor,,
Plajan,-6.8518,111.7849,Indonesia,ID,Jawa Timur,minor,,
Bejagung Kidul,-6.9205,112.0636,Indonesia,ID,Jawa Timur,minor,,
Ngulahan,-6.8771,111.7834,Indonesia,ID,Jawa Timur,minor,,
Karangtengah,-6.8791,111.6322,Indonesia,ID,Jawa Timur,minor,,
Nglateng Barat,-6.9554,111.6440,Indonesia,ID,Jawa Timur,minor,,
Sidomulyo,-6.8777,111.8610,Indonesia,ID,Jawa Timur,minor,,
Panyuran,-6.8980,112.0875,Indonesia,ID,Jawa Timur,minor,,
Setro,-6.9241,112.1875,Indonesia,ID,Jawa Timur,minor,,
Karangsari,-6.8854,112.0494,Indonesia,ID,Jawa Timur,minor,,
Mander,-6.8593,111.8028,Indonesia,ID,Jawa Timur,minor,,
Sendangharjo,-6.8946,112.0681,Indonesia,ID,Jawa Timur,minor,,
Krandenan,-6.9024,112.1192,Indonesia,ID,Jawa Timur,minor,,
Jatirogo,-6.8858,111.6592,Indonesia,ID,Jawa Timur,minor,,
Sriwing,-6.8250,111.7907,Indonesia,ID,Jawa Timur,minor,,
Pasatan,-6.8227,111.8146,Indonesia,ID,Jawa Timur,minor,,
Muruni,-6.9126,111.6755,Indonesia,ID,Jawa Timur,minor,,
Talangkembar,-6.9573,111.8587,Indonesia,ID,Jawa Timur,minor,,
Montongsekar,-6.9489,111.8809,Indonesia,ID,Jawa Timur,minor,,
Sruki,-6.8073,111.8104,Indonesia,ID,Jawa Timur,minor,,
Purworejo,-6.7872,111.9224,Indonesia,ID,Jawa Timur,minor,,
Wotsogo,-6.8898,111.6539,Indonesia,ID,Jawa Timur,minor,,
Tawangsari,-6.9961,111.7748,Indonesia,ID,Jawa Timur,minor,,
Tobo,-6.8375,111.9330,Indonesia,ID,Jawa Timur,minor,,
Jombok,-6.8823,111.6458,Indonesia,ID,Jawa Timur,minor,,
Leran Kulon,-6.9230,112.1507,Indonesia,ID,Jawa Timur,minor,,
Pandayan Dua,-6.9966,111.7865,Indonesia,ID,Jawa Timur,minor,,
Laju Kidul,-6.9708,111.7477,Indonesia,ID,Jawa Timur,minor,,
Ngujuran,-6.8235,111.6930,Indonesia,ID,Jawa Timur,minor,,
Dukuhdukuhan,-6.8680,111.7156,Indonesia,ID,Jawa Timur,minor,,
Sembungin,-6.7949,111.7535,Indonesia,ID,Jawa Timur,minor,,
Wadung,-6.8144,111.9853,Indonesia,ID,Jawa Timur,minor,,
Pucangan,-6.9442,111.9005,Indonesia,ID,Jawa Timur,minor,,
Kasiman,-6.8741,111.8862,Indonesia,ID,Jawa Timur,minor,,
Jadikrajan,-6.9292,112.0036,Indonesia,ID,Jawa Timur,minor,,
Ngrojo,-6.9817,111.7169,Indonesia,ID,Jawa Timur,minor,,
Sobontoro,-6.8006,111.8635,Indonesia,ID,Jawa Timur,minor,,
Sugiharjo,-6.9013,112.0163,Indonesia,ID,Jawa Timur,minor,,
Besowo,-6.8508,111.6558,Indonesia,ID,Jawa Timur,minor,,
Sumurgung,-6.9082,112.1060,Indonesia,ID,Jawa Timur,minor,,
Sugihan,-6.8406,111.9513,Indonesia,ID,Jawa Timur,minor,,
Tuwiri Kulon,-6.8733,111.9717,Indonesia,ID,Jawa Timur,minor,,
Mondokan,-6.8852,112.0253,Indonesia,ID,Jawa Timur,minor,,
Siding,-6.7990,111.7310,Indonesia,ID,Jawa Timur,minor,,
Palang Utara,-6.9025,112.1400,Indonesia,ID,Jawa Timur,minor,,
Karangdowo,-6.7912,111.8951,Indonesia,ID,Jawa Timur,minor,,
Karangasem,-6.8057,111.8916,Indonesia,ID,Jawa Timur,minor,,
Kedungharjo,-6.9777,111.7230,Indonesia,ID,Jawa Timur,minor,,
Banjarworo,-6.9536,111.7158,Indonesia,ID,Jawa Timur,minor,,
Cendoro Utara,-6.9294,112.1346,Indonesia,ID,Jawa Timur,minor,,
Belik,-6.8297,111.8115,Indonesia,ID,Jawa Timur,minor,,
Pesantren,-6.8148,111.8443,Indonesia,ID,Jawa Timur,minor,,
Ngawi,-7.4006,111.4450,Indonesia,ID,Jawa Timur,minor,,
Japeledok,-6.7443,111.4411,Indonesia,ID,Jawa Tengah,minor,,
Bulu,-6.8587,111.4056,Indonesia,ID,Jawa Tengah,minor,,
Pasedan Dua,-6.8632,111.3818,Indonesia,ID,Jawa Tengah,minor,,
Kabongan Lor,-6.7052,111.3570,Indonesia,ID,Jawa Tengah,minor,,
Tireman Timur,-6.7058,111.3717,Indonesia,ID,Jawa Tengah,minor,,
Karanglincak,-6.7014,111.6282,Indonesia,ID,Jawa Tengah,minor,,
Bangunrejo,-6.7751,111.5150,Indonesia,ID,Jawa Tengah,minor,,
Narukan,-6.6943,111.5826,Indonesia,ID,Jawa Tengah,minor,,
Trambalan,-6.7597,111.3245,Indonesia,ID,Jawa Tengah,minor,,
Nggambel,-6.6544,111.5034,Indonesia,ID,Jawa Tengah,minor,,
Kebloran,-6.7065,111.6346,Indonesia,ID,Jawa Tengah,minor,,
Tanjung Utara,-6.8170,111.3704,Indonesia,ID,Jawa Tengah,minor,,
Jambeyan,-6.7290,111.5808,Indonesia,ID,Jawa Tengah,minor,,
Wiroto,-6.7576,111.2554,Indonesia,ID,Jawa Tengah,minor,,
Ngargomulyo,-6.6921,111.4882,Indonesia,ID,Jawa Tengah,minor,,
Ngelak,-6.6923,111.2677,Indonesia,ID,Jawa Tengah,minor,,
Ketangi,-6.7482,111.4084,Indonesia,ID,Jawa Tengah,minor,,
Ukir,-6.8042,111.5117,Indonesia,ID,Jawa Tengah,minor,,
Weton,-6.7331,111.3698,Indonesia,ID,Jawa Tengah,minor,,
Babagan,-6.7003,111.4400,Indonesia,ID,Jawa Tengah,minor,,
Ngenden,-6.6688,111.4585,Indonesia,ID,Jawa Tengah,minor,,
Sudo,-6.7881,111.3243,Indonesia,ID,Jawa Tengah,minor,,
Ngaglik,-6.8400,111.3671,Indonesia,ID,Jawa Tengah,minor,,
Ketanggi,-6.7317,111.3395,Indonesia,ID,Jawa Tengah,minor,,
Ngodo,-6.6915,111.4146,Indonesia,ID,Jawa Tengah,minor,,
Tulung,-6.7445,111.4542,Indonesia,ID,Jawa Tengah,minor,,
Tegaldowo,-6.8563,111.5032,Indonesia,ID,Jawa Tengah,minor,,
Krajandadapmulyo,-6.7485,111.6342,Indonesia,ID,Jawa Tengah,minor,,
Pabean,-6.7025,111.3340,Indonesia,ID,Jawa Tengah,minor,,
Krajanpondong,-6.7531,111.5639,Indonesia,ID,Jawa Tengah,minor,,
Menara,-6.7283,111.5918,Indonesia,ID,Jawa Tengah,minor,,
Rendeng,-6.8099,111.5137,Indonesia,ID,Jawa Tengah,minor,,
Karangsekar,-6.7112,111.2958,Indonesia,ID,Jawa Tengah,minor,,
Mlatirejo,-6.8460,111.3046,Indonesia,ID,Jawa Tengah,minor,,
Pancur,-6.7215,111.4684,Indonesia,ID,Jawa Tengah,minor,,
Tengger,-6.8371,111.5438,Indonesia,ID,Jawa Tengah,minor,,
Bonang,-6.6619,111.4666,Indonesia,ID,Jawa Tengah,minor,,
Sidowayah,-6.7357,111.5026,Indonesia,ID,Jawa Tengah,minor,,
Gobreh,-6.7559,111.5945,Indonesia,ID,Jawa Tengah,minor,,
Sendangmulyo,-6.6390,111.5523,Indonesia,ID,Jawa Tengah,minor,,
Sendangmulyo,-6.7373,111.6678,Indonesia,ID,Jawa Tengah,minor,,
Sendangmulyo,-6.8141,111.4464,Indonesia,ID,Jawa Tengah,minor,,
Pentil,-6.7501,111.3078,Indonesia,ID,Jawa Tengah,minor,,
Pomahan,-6.8138,111.4126,Indonesia,ID,Jawa Tengah,minor,,
Belahan,-6.6929,111.4513,Indonesia,ID,Jawa Tengah,minor,,
Kalilu,-6.6825,111.4877,Indonesia,ID,Jawa Tengah,minor,,
Dowan,-6.8396,111.5043,Indonesia,ID,Jawa Tengah,minor,,
Gondang,-6.7585,111.4281,Indonesia,ID,Jawa Tengah,minor,,
Warugunung,-6.7076,111.4570,Indonesia,ID,Jawa Tengah,minor,,
Pandean,-6.7044,111.3480,Indonesia,ID,Jawa Tengah,minor,,
Legok,-6.7611,111.3134,Indonesia,ID,Jawa Tengah,minor,,
Logung,-6.8303,111.2877,Indonesia,ID,Jawa Tengah,minor,,
Majasem,-6.7624,111.2559,Indonesia,ID,Jawa Tengah,minor,,
Tawangrejo,-6.7934,111.6516,Indonesia,ID,Jawa Tengah,minor,,
Banowan,-6.7565,111.6636,Indonesia,ID,Jawa Tengah,minor,,
Jeruk,-6.7353,111.4406,Indonesia,ID,Jawa Tengah,minor,,
Kedungdoro,-6.7174,111.3461,Indonesia,ID,Jawa Tengah,minor,,
Tanggulangin,-6.7628,111.6133,Indonesia,ID,Jawa Tengah,minor,,
Goge,-6.8451,111.2719,Indonesia,ID,Jawa Tengah,minor,,
Banyuurip,-6.7107,111.4976,Indonesia,ID,Jawa Tengah,minor,,
Banyuurip,-6.8148,111.4193,Indonesia,ID,Jawa Tengah,minor,,
Banyuurip,-6.8042,111.2685,Indonesia,ID,Jawa Tengah,minor,,
Balongteki,-6.7457,111.6174,Indonesia,ID,Jawa Tengah,minor,,
Kedungringin,-6.7387,111.5843,Indonesia,ID,Jawa Tengah,minor,,
Temperak,-6.7452,111.6794,Indonesia,ID,Jawa Tengah,minor,,
Carian,-6.7221,111.5249,Indonesia,ID,Jawa Tengah,minor,,
Kragan,-6.6897,111.6125,Indonesia,ID,Jawa Tengah,minor,,
Mlagen,-6.7830,111.4244,Indonesia,ID,Jawa Tengah,minor,,
Culeng,-6.6491,111.5473,Indonesia,ID,Jawa Tengah,minor,,
Bancang,-6.8852,111.5989,Indonesia,ID,Jawa Tengah,minor,,
Ngemplak Kidul,-6.8032,111.3914,Indonesia,ID,Jawa Tengah,minor,,
Sumbergayam,-6.6748,111.5884,Indonesia,ID,Jawa Tengah,minor,,
Sumberagung,-6.7368,111.4777,Indonesia,ID,Jawa Tengah,minor,,
Dukoh,-6.6488,111.4735,Indonesia,ID,Jawa Tengah,minor,,
Dresi Kulon,-6.7111,111.2689,Indonesia,ID,Jawa Tengah,minor,,
Karangmangu,-6.7416,111.6744,Indonesia,ID,Jawa Tengah,minor,,
Sendangwaru,-6.7071,111.5742,Indonesia,ID,Jawa Tengah,minor,,
Demaan,-6.8072,111.4303,Indonesia,ID,Jawa Tengah,minor,,
Karangrejo,-6.6905,111.4530,Indonesia,ID,Jawa Tengah,minor,,
Dresen,-6.6953,111.2837,Indonesia,ID,Jawa Tengah,minor,,
Banyudono,-6.6999,111.3094,Indonesia,ID,Jawa Tengah,minor,,
Tritunggal,-6.6977,111.3969,Indonesia,ID,Jawa Tengah,minor,,
Sulang Tengah,-6.8065,111.3806,Indonesia,ID,Jawa Tengah,minor,,
Sambiyan,-6.7315,111.2698,Indonesia,ID,Jawa Tengah,minor,,
Pragu,-6.7525,111.3361,Indonesia,ID,Jawa Tengah,minor,,
Mojo,-6.7109,111.2564,Indonesia,ID,Jawa Tengah,minor,,
Pandangan Kulon,-6.6669,111.5890,Indonesia,ID,Jawa Tengah,minor,,
Krajanbaturno,-6.7657,111.6511,Indonesia,ID,Jawa Tengah,minor,,
Waru Selatan,-6.7180,111.3248,Indonesia,ID,Jawa Tengah,minor,,
Gedongmulyo,-6.6920,111.4391,Indonesia,ID,Jawa Tengah,minor,,
Jukung,-6.8430,111.4056,Indonesia,ID,Jawa Tengah,minor,,
Karangnongko,-6.7497,111.5370,Indonesia,ID,Jawa Tengah,minor,,
Bogorejo,-6.7283,111.5601,Indonesia,ID,Jawa Tengah,minor,,
Tanjungsari,-6.7078,111.5540,Indonesia,ID,Jawa Tengah,minor,,
Punggurharjo,-6.7257,111.4756,Indonesia,ID,Jawa Tengah,minor,,
Dresi Wetan,-6.7128,111.2765,Indonesia,ID,Jawa Tengah,minor,,
Gayam,-6.7470,111.4781,Indonesia,ID,Jawa Tengah,minor,,
Sambongmulyo,-6.7353,111.4931,Indonesia,ID,Jawa Tengah,minor,,
Sale,-6.8619,111.6043,Indonesia,ID,Jawa Tengah,minor,,
Krajan Woro,-6.6701,111.5639,Indonesia,ID,Jawa Tengah,minor,,
Krajan Lodan Kulon,-6.7841,111.6066,Indonesia,ID,Jawa Tengah,minor,,
Karangturi,-6.7016,111.4454,Indonesia,ID,Jawa Tengah,minor,,
Karangturi,-6.6980,111.3075,Indonesia,ID,Jawa Tengah,minor,,
Pacing,-6.7660,111.5331,Indonesia,ID,Jawa Tengah,minor,,
Sendang,-6.6956,111.5553,Indonesia,ID,Jawa Tengah,minor,,
Bajingmeduro,-6.7392,111.6719,Indonesia,ID,Jawa Tengah,minor,,
Mojogajeh,-6.7637,111.2770,Indonesia,ID,Jawa Tengah,minor,,
Sidorejo,-6.7675,111.4741,Indonesia,ID,Jawa Tengah,minor,,
Krajan Wuwur,-6.7212,111.4830,Indonesia,ID,Jawa Tengah,minor,,
Selo,-6.7664,111.6096,Indonesia,ID,Jawa Tengah,minor,,
Sumberejo,-6.7116,111.3399,Indonesia,ID,Jawa Tengah,minor,,
Jatisari,-6.6333,111.5085,Indonesia,ID,Jawa Tengah,minor,,
Telgawah,-6.8129,111.4545,Indonesia,ID,Jawa Tengah,minor,,
Kapasan,-6.7773,111.3789,Indonesia,ID,Jawa Tengah,minor,,
Bulak,-6.7744,111.2998,Indonesia,ID,Jawa Tengah,minor,,
Kepohagung,-6.7696,111.4205,Indonesia,ID,Jawa Tengah,minor,,
Kaliprak,-6.8864,111.5830,Indonesia,ID,Jawa Tengah,minor,,
Lasem,-6.6922,111.4527,Indonesia,ID,Jawa Tengah,minor,,
Kabongan Kidul,-6.7081,111.3580,Indonesia,ID,Jawa Tengah,minor,,
Mangseng,-6.7794,111.5659,Indonesia,ID,Jawa Tengah,minor,,
Sridadi,-6.7625,111.4877,Indonesia,ID,Jawa Tengah,minor,,
Pranti,-6.7611,111.3550,Indonesia,ID,Jawa Tengah,minor,,
Pangkalan,-6.6276,111.4904,Indonesia,ID,Jawa Tengah,minor,,
Tegalsari,-6.8101,111.3797,Indonesia,ID,Jawa Tengah,minor,,
Pinggan,-6.8488,111.3445,Indonesia,ID,Jawa Tengah,minor,,
Jinanten,-6.8756,111.5730,Indonesia,ID,Jawa Tengah,minor,,
Pengkol,-6.7340,111.2922,Indonesia,ID,Jawa Tengah,minor,,
Banggi,-6.7468,111.2908,Indonesia,ID,Jawa Tengah,minor,,
Gerdu,-6.7264,111.5232,Indonesia,ID,Jawa Tengah,minor,,
Pohlandak,-6.7139,111.4523,Indonesia,ID,Jawa Tengah,minor,,
Sambong,-6.7241,111.5475,Indonesia,ID,Jawa Tengah,minor,,
Sambong,-6.6952,111.4348,Indonesia,ID,Jawa Tengah,minor,,
Sambong,-6.7986,111.4202,Indonesia,ID,Jawa Tengah,minor,,
Japerejo,-6.7495,111.4495,Indonesia,ID,Jawa Tengah,minor,,
Trenggulunan,-6.7202,111.5147,Indonesia,ID,Jawa Tengah,minor,,
Wonokerto,-6.8526,111.5848,Indonesia,ID,Jawa Tengah,minor,,
Kasreman,-6.7201,111.4152,Indonesia,ID,Jawa Tengah,minor,,
Pragen Selatan,-6.7896,111.4651,Indonesia,ID,Jawa Tengah,minor,,
Gesikan,-6.7785,111.5712,Indonesia,ID,Jawa Tengah,minor,,
Criwik,-6.7064,111.4952,Indonesia,ID,Jawa Tengah,minor,,
Grawan,-6.7672,111.2909,Indonesia,ID,Jawa Tengah,minor,,
Karangori Kidul,-6.7960,111.3999,Indonesia,ID,Jawa Tengah,minor,,
Krajan Sumurtawang,-6.6641,111.5655,Indonesia,ID,Jawa Tengah,minor,,
Bendan,-6.6838,111.4609,Indonesia,ID,Jawa Tengah,minor,,
Mojokerto,-6.7334,111.6089,Indonesia,ID,Jawa Tengah,minor,,
Karanggeneng,-6.7858,111.3953,Indonesia,ID,Jawa Tengah,minor,,
Karanggeneng,-6.7023,111.3296,Indonesia,ID,Jawa Tengah,minor,,
Terjan,-6.6945,111.5641,Indonesia,ID,Jawa Tengah,minor,,
Samaran,-6.7747,111.4759,Indonesia,ID,Jawa Tengah,minor,,
Ngandangan,-6.6950,111.4640,Indonesia,ID,Jawa Tengah,minor,,
Juwen,-6.7099,111.5659,Indonesia,ID,Jawa Tengah,minor,,
Kebon,-6.8598,111.4288,Indonesia,ID,Jawa Tengah,minor,,
Kebon,-6.7499,111.3513,Indonesia,ID,Jawa Tengah,minor,,
Sidowayah Lor,-6.7108,111.3493,Indonesia,ID,Jawa Tengah,minor,,
Kadiwono,-6.8601,111.4312,Indonesia,ID,Jawa Tengah,minor,,
Joho,-6.8664,111.5861,Indonesia,ID,Jawa Tengah,minor,,
Ngroto,-6.7129,111.5196,Indonesia,ID,Jawa Tengah,minor,,
Pandan,-6.7335,111.4507,Indonesia,ID,Jawa Tengah,minor,,
Sulo,-6.7306,111.5732,Indonesia,ID,Jawa Tengah,minor,,
Kedungdowo,-6.7625,111.5765,Indonesia,ID,Jawa Tengah,minor,,
Tempaling,-6.7755,111.4474,Indonesia,ID,Jawa Tengah,minor,,
Ngangpo,-6.7306,111.3880,Indonesia,ID,Jawa Tengah,minor,,
Pakis,-6.8244,111.5093,Indonesia,ID,Jawa Tengah,minor,,
Karaskepoh,-6.7216,111.4389,Indonesia,ID,Jawa Tengah,minor,,
Kebonagung,-6.7523,111.3447,Indonesia,ID,Jawa Tengah,minor,,
Ngulahan,-6.7614,111.5272,Indonesia,ID,Jawa Tengah,minor,,
Lodan Wetan,-6.7854,111.6086,Indonesia,ID,Jawa Tengah,minor,,
Kerep Wetan,-6.7561,111.3904,Indonesia,ID,Jawa Tengah,minor,,
Pendok,-6.6313,111.5280,Indonesia,ID,Jawa Tengah,minor,,
Dukuan,-6.6918,111.5439,Indonesia,ID,Jawa Tengah,minor,,
Gingsir,-6.7417,111.2684,Indonesia,ID,Jawa Tengah,minor,,
Ngandang,-6.8160,111.5559,Indonesia,ID,Jawa Tengah,minor,,
Ngilengan,-6.7228,111.6330,Indonesia,ID,Jawa Tengah,minor,,
Krajan Sale,-6.8617,111.6067,Indonesia,ID,Jawa Tengah,minor,,
Krajankaras,-6.7782,111.5566,Indonesia,ID,Jawa Tengah,minor,,
Kembang,-6.7712,111.4311,Indonesia,ID,Jawa Tengah,minor,,
Garang,-6.7234,111.4035,Indonesia,ID,Jawa Tengah,minor,,
Gunem,-6.8070,111.4656,Indonesia,ID,Jawa Tengah,minor,,
Karanglo,-6.7221,111.4429,Indonesia,ID,Jawa Tengah,minor,,
Gandik,-6.7205,111.3755,Indonesia,ID,Jawa Tengah,minor,,
Kasingan,-6.7070,111.3520,Indonesia,ID,Jawa Tengah,minor,,
Mondoteko,-6.7359,111.3451,Indonesia,ID,Jawa Tengah,minor,,
Blimbing,-6.6340,111.5365,Indonesia,ID,Jawa Tengah,minor,,
Kuangsan,-6.7459,111.2993,Indonesia,ID,Jawa Tengah,minor,,
Korowelang,-6.7896,111.4176,Indonesia,ID,Jawa Tengah,minor,,
Trahan Wetan,-6.6367,111.4822,Indonesia,ID,Jawa Tengah,minor,,
Kajar,-6.6909,111.4765,Indonesia,ID,Jawa Tengah,minor,,
Sambirata,-6.7859,111.5744,Indonesia,ID,Jawa Tengah,minor,,
Krajan Landoh,-6.7635,111.3709,Indonesia,ID,Jawa Tengah,minor,,
Padaran,-6.7218,111.4004,Indonesia,ID,Jawa Tengah,minor,,
Kedung,-6.7294,111.4935,Indonesia,ID,Jawa Tengah,minor,,
Ngasinan,-6.7144,111.5866,Indonesia,ID,Jawa Tengah,minor,,
Pesucen,-6.8541,111.4826,Indonesia,ID,Jawa Tengah,minor,,
Lojigawaran,-6.7422,111.3587,Indonesia,ID,Jawa Tengah,minor,,
Gemblengmulyo,-6.7328,111.4675,Indonesia,ID,Jawa Tengah,minor,,
Tanjungan,-6.7082,111.6356,Indonesia,ID,Jawa Tengah,minor,,
Leran,-6.6436,111.4712,Indonesia,ID,Jawa Tengah,minor,,
Sekararum,-6.7769,111.2573,Indonesia,ID,Jawa Tengah,minor,,
Lambangan Wetan,-6.8288,111.3666,Indonesia,ID,Jawa Tengah,minor,,
Pondokrejo Wetan,-6.8365,111.3243,Indonesia,ID,Jawa Tengah,minor,,
Sumurpule,-6.6874,111.5822,Indonesia,ID,Jawa Tengah,minor,,
Pandeyan,-6.7009,111.4513,Indonesia,ID,Jawa Tengah,minor,,
Babak,-6.7689,111.6431,Indonesia,ID,Jawa Tengah,minor,,
Pandansili,-6.8369,111.2911,Indonesia,ID,Jawa Tengah,minor,,
